"","year","state","rate"
"1665",1960,"New York",277.27
"1666",1960,"North Carolina",27.06
"1667",1960,"North Dakota",390.56
"1668",1960,"Ohio",191.15
"1669",1960,"Oklahoma",51.72
"1670",1960,"Oregon",624.94
"1671",1960,"Pennsylvania",59.7
"1672",1960,"Rhode Island",227.84
"1673",1960,"South Carolina",53.68
"1674",1960,"South Dakota",17.59
"1675",1960,"Tennessee",535.9
"1676",1960,"Texas",516.19
"1677",1960,"Utah",551.77
"1678",1960,"Vermont",893.32
"1679",1960,"Virginia",185.6
"1680",1960,"Washington",456.2
"1681",1960,"West Virginia",190.39
"1682",1960,"Wisconsin",1090.16
"1683",1960,"Wyoming",209.63
"1684",1961,"Alabama",78.01
"1685",1961,"Alaska",420.96
"1686",1961,"Arizona",559.22
"1687",1961,"Arkansas",93.26
"1688",1961,"California",223.42
"1689",1961,"Colorado",210.35
"1690",1961,"Connecticut",261.76
"1691",1961,"Delaware",368.35
"1692",1961,"District Of Columbia",47.09
"1693",1961,"Florida",127.69
"1694",1961,"Georgia",10.24
"1695",1961,"Hawaii",29.62
"1696",1961,"Idaho",281.75
"1697",1961,"Illinois",159
"1698",1961,"Indiana",124.69
"1699",1961,"Iowa",192.53
"1700",1961,"Kansas",NA
"1701",1961,"Kentucky",368.68
"1702",1961,"Louisiana",1.23
"1703",1961,"Maine",279.08
"1704",1961,"Maryland",130.28
"1705",1961,"Massachusetts",416.44
"1706",1961,"Michigan",349.41
"1707",1961,"Minnesota",20.6
"1708",1961,"Mississippi",68.9
"1709",1961,"Missouri",102.09
"1710",1961,"Montana",326.15
"1711",1961,"Nebraska",44.19
"1712",1961,"Nevada",197.74
"1713",1961,"New Hampshire",234.64
"1714",1961,"New Jersey",293.59
"1715",1961,"New Mexico",2.07
"1716",1961,"New York",207.29
"1717",1961,"North Carolina",110.7
"1718",1961,"North Dakota",439
"1719",1961,"Ohio",208.73
"1720",1961,"Oklahoma",25.07
"1721",1961,"Oregon",322.05
"1722",1961,"Pennsylvania",226.11
"1723",1961,"Rhode Island",766.11
"1724",1961,"South Carolina",136.63
"1725",1961,"South Dakota",21.72
"1726",1961,"Tennessee",403.1
"1727",1961,"Texas",164.07
"1728",1961,"Utah",179.6
"1729",1961,"Vermont",295.88
"1730",1961,"Virginia",285.95
"1731",1961,"Washington",301.32
"1732",1961,"West Virginia",429.01
"1733",1961,"Wisconsin",932.93
"1734",1961,"Wyoming",143.65
"1735",1962,"Alabama",71.58
"1736",1962,"Alaska",571.54
"1737",1962,"Arizona",431.74
"1738",1962,"Arkansas",77.61
"1739",1962,"California",164.86
"1740",1962,"Colorado",474
"1741",1962,"Connecticut",672.06
"1742",1962,"Delaware",129.42
"1743",1962,"District Of Columbia",89.2
"1744",1962,"Florida",76.09
"1745",1962,"Georgia",10.19
"1746",1962,"Hawaii",387.29
"1747",1962,"Idaho",234.12
"1748",1962,"Illinois",163.37
"1749",1962,"Indiana",161.79
"1750",1962,"Iowa",393.63
"1751",1962,"Kansas",NA
"1752",1962,"Kentucky",202.29
"1753",1962,"Louisiana",6.9
"1754",1962,"Maine",718.01
"1755",1962,"Maryland",96.62
"1756",1962,"Massachusetts",511.33
"1757",1962,"Michigan",318.95
"1758",1962,"Minnesota",47.43
"1759",1962,"Mississippi",119.04
"1760",1962,"Missouri",31.73
"1761",1962,"Montana",1181.36
"1762",1962,"Nebraska",8.13
"1763",1962,"Nevada",191.47
"1764",1962,"New Hampshire",163.62
"1765",1962,"New Jersey",510.19
"1766",1962,"New Mexico",NA
"1767",1962,"New York",273
"1768",1962,"North Carolina",19.27
"1769",1962,"North Dakota",583.22
"1770",1962,"Ohio",118.46
"1771",1962,"Oklahoma",86.46
"1772",1962,"Oregon",766.23
"1773",1962,"Pennsylvania",83.08
"1774",1962,"Rhode Island",378.97
"1775",1962,"South Carolina",38.4
"1776",1962,"South Dakota",64.25
"1777",1962,"Tennessee",666.32
"1778",1962,"Texas",665.61
"1779",1962,"Utah",430.57
"1780",1962,"Vermont",518.32
"1781",1962,"Virginia",231.09
"1782",1962,"Washington",704.07
"1783",1962,"West Virginia",551.12
"1784",1962,"Wisconsin",365.34
"1785",1962,"Wyoming",142.93
"1786",1963,"Alabama",34.74
"1787",1963,"Alaska",722.27
"1788",1963,"Arizona",583.67
"1789",1963,"Arkansas",77.5
"1790",1963,"California",113.36
"1791",1963,"Colorado",325.28
"1792",1963,"Connecticut",214.81
"1793",1963,"Delaware",248.69
"1794",1963,"District Of Columbia",27.76
"1795",1963,"Florida",66.69
"1796",1963,"Georgia",4.78
"1797",1963,"Hawaii",521.83
"1798",1963,"Idaho",572.48
"1799",1963,"Illinois",98.55
"1800",1963,"Indiana",122.36
"1801",1963,"Iowa",280.07
"1802",1963,"Kansas",NA
"1803",1963,"Kentucky",284.88
"1804",1963,"Louisiana",4.26
"1805",1963,"Maine",48.49
"1806",1963,"Maryland",60.08
"1807",1963,"Massachusetts",84.1
"1808",1963,"Michigan",516.65
"1809",1963,"Minnesota",76.78
"1810",1963,"Mississippi",29.85
"1811",1963,"Missouri",64.05
"1812",1963,"Montana",482.41
"1813",1963,"Nebraska",15.86
"1814",1963,"Nevada",67.74
"1815",1963,"New Hampshire",6.44
"1816",1963,"New Jersey",160.62
"1817",1963,"New Mexico",NA
"1818",1963,"New York",107.71
"1819",1963,"North Carolina",30.53
"1820",1963,"North Dakota",677.98
"1821",1963,"Ohio",146.63
"1822",1963,"Oklahoma",14.17
"1823",1963,"Oregon",258.3
"1824",1963,"Pennsylvania",106.13
"1825",1963,"Rhode Island",139.6
"1826",1963,"South Carolina",95.75
"1827",1963,"South Dakota",12.53
"1828",1963,"Tennessee",183.55
"1829",1963,"Texas",164.36
"1830",1963,"Utah",316.23
"1831",1963,"Vermont",405.8
"1832",1963,"Virginia",172.45
"1833",1963,"Washington",166.94
"1834",1963,"West Virginia",696.29
"1835",1963,"Wisconsin",1413.07
"1836",1963,"Wyoming",97.92
"1837",1964,"Alabama",533.68
"1838",1964,"Alaska",439.89
"1839",1964,"Arizona",405.54
"1840",1964,"Arkansas",58.28
"1841",1964,"California",179.9
"1842",1964,"Colorado",164.43
"1843",1964,"Connecticut",189.03
"1844",1964,"Delaware",79.26
"1845",1964,"District Of Columbia",43.14
"1846",1964,"Florida",121.55
"1847",1964,"Georgia",4.92
"1848",1964,"Hawaii",123.18
"1849",1964,"Idaho",336.19
"1850",1964,"Illinois",149.33
"1851",1964,"Indiana",458.81
"1852",1964,"Iowa",819.82
"1853",1964,"Kansas",NA
"1854",1964,"Kentucky",481.84
"1855",1964,"Louisiana",3.44
"1856",1964,"Maine",373.91
"1857",1964,"Maryland",89.51
"1858",1964,"Massachusetts",135.92
"1859",1964,"Michigan",354.48
"1860",1964,"Minnesota",9.73
"1861",1964,"Mississippi",261.46
"1862",1964,"Missouri",24.26
"1863",1964,"Montana",579.59
"1864",1964,"Nebraska",54.63
"1865",1964,"Nevada",233.77
"1866",1964,"New Hampshire",134.65
"1867",1964,"New Jersey",176.38
"1868",1964,"New Mexico",111.15
"1869",1964,"New York",156.92
"1870",1964,"North Carolina",26.32
"1871",1964,"North Dakota",813.23
"1872",1964,"Ohio",191.15
"1873",1964,"Oklahoma",42.41
"1874",1964,"Oregon",453.01
"1875",1964,"Pennsylvania",101.85
"1876",1964,"Rhode Island",279.32
"1877",1964,"South Carolina",161.62
"1878",1964,"South Dakota",9.86
"1879",1964,"Tennessee",629.43
"1880",1964,"Texas",383.18
"1881",1964,"Utah",260.75
"1882",1964,"Vermont",596.77
"1883",1964,"Virginia",274.81
"1884",1964,"Washington",674.69
"1885",1964,"West Virginia",518.7
"1886",1964,"Wisconsin",370.35
"1887",1964,"Wyoming",84.29
"1888",1965,"Alabama",68.2
"1889",1965,"Alaska",79.38
"1890",1965,"Arizona",100.6
"1891",1965,"Arkansas",63.08
"1892",1965,"California",74.6
"1893",1965,"Colorado",302.7
"1894",1965,"Connecticut",322.89
"1895",1965,"Delaware",102.38
"1896",1965,"District Of Columbia",19.76
"1897",1965,"Florida",62.29
"1898",1965,"Georgia",15.1
"1899",1965,"Hawaii",575.8
"1900",1965,"Idaho",454.66
"1901",1965,"Illinois",42.68
"1902",1965,"Indiana",48.06
"1903",1965,"Iowa",339.54
"1904",1965,"Kansas",NA
"1905",1965,"Kentucky",121.06
"1906",1965,"Louisiana",3.85
"1907",1965,"Maine",295.75
"1908",1965,"Maryland",35.52
"1909",1965,"Massachusetts",354.49
"1910",1965,"Michigan",336.98
"1911",1965,"Minnesota",26.46
"1912",1965,"Mississippi",51.15
"1913",1965,"Missouri",60.2
"1914",1965,"Montana",556.37
"1915",1965,"Nebraska",31.99
"1916",1965,"Nevada",50.71
"1917",1965,"New Hampshire",55.03
"1918",1965,"New Jersey",61.18
"1919",1965,"New Mexico",68.59
"1920",1965,"New York",52.37
"1921",1965,"North Carolina",8.59
"1922",1965,"North Dakota",623.26
"1923",1965,"Ohio",90.96
"1924",1965,"Oklahoma",9.97
"1925",1965,"Oregon",181.74
"1926",1965,"Pennsylvania",57.21
"1927",1965,"Rhode Island",444.82
"1928",1965,"South Carolina",50.55
"1929",1965,"South Dakota",16.73
"1930",1965,"Tennessee",238.12
"1931",1965,"Texas",284.32
"1932",1965,"Utah",444.86
"1933",1965,"Vermont",360.66
"1934",1965,"Virginia",93.32
"1935",1965,"Washington",255.7
"1936",1965,"West Virginia",832.69
"1937",1965,"Wisconsin",482.22
"1938",1965,"Wyoming",226.15
"1939",1966,"Alabama",52.38
"1940",1966,"Alaska",236.57
"1941",1966,"Arizona",336.9
"1942",1966,"Arkansas",72.49
"1943",1966,"California",80.59
"1944",1966,"Colorado",72
"1945",1966,"Connecticut",32.51
"1946",1966,"Delaware",51.14
"1947",1966,"District Of Columbia",49.3
"1948",1966,"Florida",64.38
"1949",1966,"Georgia",5.59
"1950",1966,"Hawaii",20.36
"1951",1966,"Idaho",246.93
"1952",1966,"Illinois",106.31
"1953",1966,"Indiana",116.34
"1954",1966,"Iowa",197.39
"1955",1966,"Kansas",NA
"1956",1966,"Kentucky",154.21
"1957",1966,"Louisiana",3.02
"1958",1966,"Maine",29.7
"1959",1966,"Maryland",57.77
"1960",1966,"Massachusetts",15.02
"1961",1966,"Michigan",176.04
"1962",1966,"Minnesota",46.56
"1963",1966,"Mississippi",56.99
"1964",1966,"Missouri",12.54
"1965",1966,"Montana",272.69
"1966",1966,"Nebraska",11.64
"1967",1966,"Nevada",14.34
"1968",1966,"New Hampshire",11.59
"1969",1966,"New Jersey",29.39
"1970",1966,"New Mexico",126.32
"1971",1966,"New York",61.06
"1972",1966,"North Carolina",15.88
"1973",1966,"North Dakota",212.64
"1974",1966,"Ohio",63.04
"1975",1966,"Oklahoma",25.25
"1976",1966,"Oregon",126.91
"1977",1966,"Pennsylvania",47.16
"1978",1966,"Rhode Island",9.75
"1979",1966,"South Carolina",26.31
"1980",1966,"South Dakota",5.87
"1981",1966,"Tennessee",332.74
"1982",1966,"Texas",239.95
"1983",1966,"Utah",68.2
"1984",1966,"Vermont",79.16
"1985",1966,"Virginia",50.58
"1986",1966,"Washington",166.67
"1987",1966,"West Virginia",313.45
"1988",1966,"Wisconsin",736.07
"1989",1966,"Wyoming",72.79
"1990",1967,"Alabama",38.98
"1991",1967,"Alaska",53.27
"1992",1967,"Arizona",62.08
"1993",1967,"Arkansas",66.76
"1994",1967,"California",27.45
"1995",1967,"Colorado",79.64
"1996",1967,"Connecticut",3.57
"1997",1967,"Delaware",10.64
"1998",1967,"District Of Columbia",3.46
"1999",1967,"Florida",28.92
"2000",1967,"Georgia",0.96
"2001",1967,"Hawaii",24.46
"2002",1967,"Idaho",60.05
"2003",1967,"Illinois",11.93
"2004",1967,"Indiana",13.46
"2005",1967,"Iowa",29.6
"2006",1967,"Kansas",4.44
"2007",1967,"Kentucky",46.83
"2008",1967,"Louisiana",4.46
"2009",1967,"Maine",24.63
"2010",1967,"Maryland",4.86
"2011",1967,"Massachusetts",7.47
"2012",1967,"Michigan",13.3
"2013",1967,"Minnesota",3.76
"2014",1967,"Mississippi",30.34
"2015",1967,"Missouri",7.47
"2016",1967,"Montana",48.96
"2017",1967,"Nebraska",36.53
"2018",1967,"Nevada",59.9
"2019",1967,"New Hampshire",3.86
"2020",1967,"New Jersey",8.8
"2021",1967,"New Mexico",61.2
"2022",1967,"New York",6.68
"2023",1967,"North Carolina",19.03
"2024",1967,"North Dakota",143.16
"2025",1967,"Ohio",11.74
"2026",1967,"Oklahoma",32.35
"2027",1967,"Oregon",86.72
"2028",1967,"Pennsylvania",6.81
"2029",1967,"Rhode Island",6.82
"2030",1967,"South Carolina",20.44
"2031",1967,"South Dakota",8.67
"2032",1967,"Tennessee",53.62
"2033",1967,"Texas",125.32
"2034",1967,"Utah",37.81
"2035",1967,"Vermont",9.96
"2036",1967,"Virginia",51.99
"2037",1967,"Washington",178.9
"2038",1967,"West Virginia",84.57
"2039",1967,"Wisconsin",49.53
"2040",1967,"Wyoming",64.27
"2041",1968,"Alabama",4.65
"2042",1968,"Alaska",3.86
"2043",1968,"Arizona",14.61
"2044",1968,"Arkansas",0.15
"2045",1968,"California",8.49
"2046",1968,"Colorado",23.54
"2047",1968,"Connecticut",23.82
"2048",1968,"Delaware",4.51
"2049",1968,"District Of Columbia",0.78
"2050",1968,"Florida",8.94
"2051",1968,"Georgia",0.08
"2052",1968,"Hawaii",5.05
"2053",1968,"Idaho",3
"2054",1968,"Illinois",13.52
"2055",1968,"Indiana",15.55
"2056",1968,"Iowa",6.58
"2057",1968,"Kansas",0.96
"2058",1968,"Kentucky",4.37
"2059",1968,"Louisiana",0.79
"2060",1968,"Maine",3.51
"2061",1968,"Maryland",2.75
"2062",1968,"Massachusetts",9.84
"2063",1968,"Michigan",4.03
"2064",1968,"Minnesota",0.52
"2065",1968,"Mississippi",10.91
"2066",1968,"Missouri",0.69
"2067",1968,"Montana",9.69
"2068",1968,"Nebraska",4.59
"2069",1968,"Nevada",1.74
"2070",1968,"New Hampshire",21.01
"2071",1968,"New Jersey",9.74
"2072",1968,"New Mexico",17.64
"2073",1968,"New York",21.07
"2074",1968,"North Carolina",6.48
"2075",1968,"North Dakota",22.83
"2076",1968,"Ohio",3.25
"2077",1968,"Oklahoma",4.96
"2078",1968,"Oregon",30.7
"2079",1968,"Pennsylvania",2.54
"2080",1968,"Rhode Island",7.28
"2081",1968,"South Carolina",1.52
"2082",1968,"South Dakota",0.6
"2083",1968,"Tennessee",1.73
"2084",1968,"Texas",47.58
"2085",1968,"Utah",2.04
"2086",1968,"Vermont",1.85
"2087",1968,"Virginia",9.49
"2088",1968,"Washington",18.25
"2089",1968,"West Virginia",20.5
"2090",1968,"Wisconsin",31.89
"2091",1968,"Wyoming",17
"2092",1969,"Alabama",0.36
"2093",1969,"Alaska",6.77
"2094",1969,"Arizona",31.21
"2095",1969,"Arkansas",1.51
"2096",1969,"California",4.57
"2097",1969,"Colorado",6.43
"2098",1969,"Connecticut",21.39
"2099",1969,"Delaware",93.73
"2100",1969,"District Of Columbia",5.89
"2101",1969,"Florida",9.27
"2102",1969,"Georgia",0.04
"2103",1969,"Hawaii",7.02
"2104",1969,"Idaho",12.74
"2105",1969,"Illinois",10.16
"2106",1969,"Indiana",10.51
"2107",1969,"Iowa",9.98
"2108",1969,"Kansas",0.38
"2109",1969,"Kentucky",2.21
"2110",1969,"Louisiana",3.46
"2111",1969,"Maine",0.8
"2112",1969,"Maryland",2.6
"2113",1969,"Massachusetts",6.59
"2114",1969,"Michigan",4.46
"2115",1969,"Minnesota",0.75
"2116",1969,"Mississippi",1.1
"2117",1969,"Missouri",1.57
"2118",1969,"Montana",17.13
"2119",1969,"Nebraska",44.87
"2120",1969,"Nevada",0.21
"2121",1969,"New Hampshire",27.1
"2122",1969,"New Jersey",13.46
"2123",1969,"New Mexico",28.3
"2124",1969,"New York",30.48
"2125",1969,"North Carolina",7.46
"2126",1969,"North Dakota",13.03
"2127",1969,"Ohio",5.38
"2128",1969,"Oklahoma",5.63
"2129",1969,"Oregon",9.83
"2130",1969,"Pennsylvania",10.66
"2131",1969,"Rhode Island",2.9
"2132",1969,"South Carolina",5.34
"2133",1969,"South Dakota",7.64
"2134",1969,"Tennessee",0.53
"2135",1969,"Texas",44.87
"2136",1969,"Utah",1.09
"2137",1969,"Vermont",0.69
"2138",1969,"Virginia",20.26
"2139",1969,"Washington",1.68
"2140",1969,"West Virginia",13.82
"2141",1969,"Wisconsin",15.33
"2142",1969,"Wyoming",2.43
"2143",1970,"Alabama",13.94
"2144",1970,"Alaska",33.61
"2145",1970,"Arizona",53.05
"2146",1970,"Arkansas",1.66
"2147",1970,"California",9.55
"2148",1970,"Colorado",10.41
"2149",1970,"Connecticut",3.82
"2150",1970,"Delaware",47.46
"2151",1970,"District Of Columbia",46
"2152",1970,"Florida",20.19
"2153",1970,"Georgia",0.36
"2154",1970,"Hawaii",23.86
"2155",1970,"Idaho",13.32
"2156",1970,"Illinois",29.38
"2157",1970,"Indiana",5.5
"2158",1970,"Iowa",31.42
"2159",1970,"Kansas",3.35
"2160",1970,"Kentucky",32.39
"2161",1970,"Louisiana",8.34
"2162",1970,"Maine",41.48
"2163",1970,"Maryland",34.61
"2164",1970,"Massachusetts",15.75
"2165",1970,"Michigan",20.28
"2166",1970,"Minnesota",1.29
"2167",1970,"Mississippi",6.07
"2168",1970,"Missouri",16.45
"2169",1970,"Montana",16.01
"2170",1970,"Nebraska",52.32
"2171",1970,"Nevada",4.03
"2172",1970,"New Hampshire",8.4
"2173",1970,"New Jersey",23.46
"2174",1970,"New Mexico",28.59
"2175",1970,"New York",8.57
"2176",1970,"North Carolina",19.47
"2177",1970,"North Dakota",51.25
"2178",1970,"Ohio",37.7
"2179",1970,"Oklahoma",30.63
"2180",1970,"Oregon",21.15
"2181",1970,"Pennsylvania",17.65
"2182",1970,"Rhode Island",11.4
"2183",1970,"South Carolina",24.01
"2184",1970,"South Dakota",15.79
"2185",1970,"Tennessee",13.53
"2186",1970,"Texas",72.35
"2187",1970,"Utah",3.52
"2188",1970,"Vermont",1.98
"2189",1970,"Virginia",51.91
"2190",1970,"Washington",19.71
"2191",1970,"West Virginia",19.73
"2192",1970,"Wisconsin",31.02
"2193",1970,"Wyoming",3.23
"2194",1971,"Alabama",55.24
"2195",1971,"Alaska",19.42
"2196",1971,"Arizona",25.39
"2197",1971,"Arkansas",21.91
"2198",1971,"California",13.88
"2199",1971,"Colorado",37.17
"2200",1971,"Connecticut",38.91
"2201",1971,"Delaware",7.27
"2202",1971,"District Of Columbia",2.12
"2203",1971,"Florida",30.83
"2204",1971,"Georgia",23.59
"2205",1971,"Hawaii",59.03
"2206",1971,"Idaho",35.9
"2207",1971,"Illinois",29.04
"2208",1971,"Indiana",58.23
"2209",1971,"Iowa",94.79
"2210",1971,"Kansas",62.42
"2211",1971,"Kentucky",111.46
"2212",1971,"Louisiana",42.19
"2213",1971,"Maine",120.27
"2214",1971,"Maryland",13.6
"2215",1971,"Massachusetts",8.07
"2216",1971,"Michigan",28.89
"2217",1971,"Minnesota",2.06
"2218",1971,"Mississippi",66.8
"2219",1971,"Missouri",42.81
"2220",1971,"Montana",112.98
"2221",1971,"Nebraska",4.88
"2222",1971,"Nevada",1.28
"2223",1971,"New Hampshire",26.65
"2224",1971,"New Jersey",17.39
"2225",1971,"New Mexico",37.27
"2226",1971,"New York",23.92
"2227",1971,"North Carolina",35.89
"2228",1971,"North Dakota",36.17
"2229",1971,"Ohio",37.07
"2230",1971,"Oklahoma",25.06
"2231",1971,"Oregon",15.97
"2232",1971,"Pennsylvania",15.63
"2233",1971,"Rhode Island",24.72
"2234",1971,"South Carolina",32.77
"2235",1971,"South Dakota",31.34
"2236",1971,"Tennessee",24.69
"2237",1971,"Texas",77.41
"2238",1971,"Utah",30.04
"2239",1971,"Vermont",26.6
"2240",1971,"Virginia",32.37
"2241",1971,"Washington",33.15
"2242",1971,"West Virginia",31.99
"2243",1971,"Wisconsin",87.53
"2244",1971,"Wyoming",24.49
"2245",1972,"Alabama",4.02
"2246",1972,"Alaska",3.94
"2247",1972,"Arizona",40.83
"2248",1972,"Arkansas",0.65
"2249",1972,"California",15.43
"2250",1972,"Colorado",20.88
"2251",1972,"Connecticut",50.08
"2252",1972,"Delaware",9.66
"2253",1972,"District Of Columbia",0.27
"2254",1972,"Florida",17.64
"2255",1972,"Georgia",3.56
"2256",1972,"Hawaii",11.24
"2257",1972,"Idaho",14.09
"2258",1972,"Illinois",40.22
"2259",1972,"Indiana",23.8
"2260",1972,"Iowa",33.27
"2261",1972,"Kansas",1.72
"2262",1972,"Kentucky",14.43
"2263",1972,"Louisiana",3.26
"2264",1972,"Maine",20.98
"2265",1972,"Maryland",0.27
"2266",1972,"Massachusetts",21.96
"2267",1972,"Michigan",25.72
"2268",1972,"Minnesota",0.73
"2269",1972,"Mississippi",9.05
"2270",1972,"Missouri",3.7
"2271",1972,"Montana",2.35
"2272",1972,"Nebraska",1.61
"2273",1972,"Nevada",0.18
"2274",1972,"New Hampshire",98.96
"2275",1972,"New Jersey",5.64
"2276",1972,"New Mexico",12.07
"2277",1972,"New York",3.61
"2278",1972,"North Carolina",0.71
"2279",1972,"North Dakota",9.49
"2280",1972,"Ohio",2.82
"2281",1972,"Oklahoma",0.5
"2282",1972,"Oregon",8.95
"2283",1972,"Pennsylvania",0.61
"2284",1972,"Rhode Island",52.25
"2285",1972,"South Carolina",7.63
"2286",1972,"South Dakota",1.78
"2287",1972,"Tennessee",4.66
"2288",1972,"Texas",13.17
"2289",1972,"Utah",13.71
"2290",1972,"Vermont",17.07
"2291",1972,"Virginia",1.54
"2292",1972,"Washington",28.37
"2293",1972,"West Virginia",15.51
"2294",1972,"Wisconsin",76.34
"2295",1972,"Wyoming",14.4
"2296",1973,"Alabama",0.42
"2297",1973,"Alaska",1.47
"2298",1973,"Arizona",1.12
"2299",1973,"Arkansas",3.71
"2300",1973,"California",3.82
"2301",1973,"Colorado",6.55
"2302",1973,"Connecticut",59.17
"2303",1973,"Delaware",1.71
"2304",1973,"District Of Columbia",1.4
"2305",1973,"Florida",4.7
"2306",1973,"Georgia",1.02
"2307",1973,"Hawaii",3.52
"2308",1973,"Idaho",31.71
"2309",1973,"Illinois",19.48
"2310",1973,"Indiana",13.27
"2311",1973,"Iowa",10.12
"2312",1973,"Kansas",1.19
"2313",1973,"Kentucky",12.38
"2314",1973,"Louisiana",2.37
"2315",1973,"Maine",5.32
"2316",1973,"Maryland",0.32
"2317",1973,"Massachusetts",69.12
"2318",1973,"Michigan",46.65
"2319",1973,"Minnesota",0.65
"2320",1973,"Mississippi",2.71
"2321",1973,"Missouri",1.15
"2322",1973,"Montana",48.63
"2323",1973,"Nebraska",0.37
"2324",1973,"Nevada",0.17
"2325",1973,"New Hampshire",90.34
"2326",1973,"New Jersey",10.1
"2327",1973,"New Mexico",14.03
"2328",1973,"New York",9.79
"2329",1973,"North Carolina",0.12
"2330",1973,"North Dakota",11.22
"2331",1973,"Ohio",3.77
"2332",1973,"Oklahoma",2.46
"2333",1973,"Oregon",19.52
"2334",1973,"Pennsylvania",3.44
"2335",1973,"Rhode Island",68.09
"2336",1973,"South Carolina",2.86
"2337",1973,"South Dakota",0.44
"2338",1973,"Tennessee",3.9
"2339",1973,"Texas",4.06
"2340",1973,"Utah",10.74
"2341",1973,"Vermont",25.57
"2342",1973,"Virginia",8.74
"2343",1973,"Washington",25.03
"2344",1973,"West Virginia",12.58
"2345",1973,"Wisconsin",29.97
"2346",1973,"Wyoming",19.68
"2347",1974,"Alabama",0.58
"2348",1974,"Alaska",0.27
"2349",1974,"Arizona",0.89
"2350",1974,"Arkansas",0.66
"2351",1974,"California",5.14
"2352",1974,"Colorado",6.13
"2353",1974,"Connecticut",5.6
"2354",1974,"Delaware",2.72
"2355",1974,"District Of Columbia",0.14
"2356",1974,"Florida",2.7
"2357",1974,"Georgia",0.06
"2358",1974,"Hawaii",7.1
"2359",1974,"Idaho",6.48
"2360",1974,"Illinois",18.73
"2361",1974,"Indiana",4.86
"2362",1974,"Iowa",4.6
"2363",1974,"Kansas",8.25
"2364",1974,"Kentucky",5.52
"2365",1974,"Louisiana",0.38
"2366",1974,"Maine",3.44
"2367",1974,"Maryland",0.57
"2368",1974,"Massachusetts",7.08
"2369",1974,"Michigan",25.06
"2370",1974,"Minnesota",2.21
"2371",1974,"Mississippi",0.61
"2372",1974,"Missouri",5.49
"2373",1974,"Montana",46.2
"2374",1974,"Nebraska",6.08
"2375",1974,"Nevada",26.76
"2376",1974,"New Hampshire",20.26
"2377",1974,"New Jersey",75.03
"2378",1974,"New Mexico",5.35
"2379",1974,"New York",7.83
"2380",1974,"North Carolina",0.12
"2381",1974,"North Dakota",5.82
"2382",1974,"Ohio",27.44
"2383",1974,"Oklahoma",1.1
"2384",1974,"Oregon",1.03
"2385",1974,"Pennsylvania",7.74
"2386",1974,"Rhode Island",6.58
"2387",1974,"South Carolina",1.96
"2388",1974,"South Dakota",4.12
"2389",1974,"Tennessee",1.29
"2390",1974,"Texas",1.43
"2391",1974,"Utah",1.21
"2392",1974,"Vermont",11.88
"2393",1974,"Virginia",0.86
"2394",1974,"Washington",2.22
"2395",1974,"West Virginia",12.68
"2396",1974,"Wisconsin",13.9
"2397",1974,"Wyoming",4.46
"2398",1975,"Alabama",0.13
"2399",1975,"Alaska",NA
"2400",1975,"Arizona",3.53
"2401",1975,"Arkansas",0.1
"2402",1975,"California",23.78
"2403",1975,"Colorado",44.44
"2404",1975,"Connecticut",4.16
"2405",1975,"Delaware",5.94
"2406",1975,"District Of Columbia",0.28
"2407",1975,"Florida",0.94
"2408",1975,"Georgia",0.78
"2409",1975,"Hawaii",7.17
"2410",1975,"Idaho",2.35
"2411",1975,"Illinois",16.49
"2412",1975,"Indiana",9.67
"2413",1975,"Iowa",24.11
"2414",1975,"Kansas",93.3
"2415",1975,"Kentucky",4.55
"2416",1975,"Louisiana",0.09
"2417",1975,"Maine",1.44
"2418",1975,"Maryland",1.54
"2419",1975,"Massachusetts",2.69
"2420",1975,"Michigan",35.27
"2421",1975,"Minnesota",5.83
"2422",1975,"Mississippi",1.47
"2423",1975,"Missouri",5.41
"2424",1975,"Montana",6.98
"2425",1975,"Nebraska",25.54
"2426",1975,"Nevada",4.3
"2427",1975,"New Hampshire",2.39
"2428",1975,"New Jersey",6.48
"2429",1975,"New Mexico",9.07
"2430",1975,"New York",6.83
"2431",1975,"North Carolina",0.06
"2432",1975,"North Dakota",131.87
"2433",1975,"Ohio",1.1
"2434",1975,"Oklahoma",9.64
"2435",1975,"Oregon",8.43
"2436",1975,"Pennsylvania",4.78
"2437",1975,"Rhode Island",0.54
"2438",1975,"South Carolina",0.57
"2439",1975,"South Dakota",51.88
"2440",1975,"Tennessee",4.09
"2441",1975,"Texas",2.23
"2442",1975,"Utah",27.85
"2443",1975,"Vermont",15.28
"2444",1975,"Virginia",0.85
"2445",1975,"Washington",8.14
"2446",1975,"West Virginia",11.73
"2447",1975,"Wisconsin",32.03
"2448",1975,"Wyoming",0.75
"2449",1976,"Alabama",NA
"2450",1976,"Alaska",2.73
"2451",1976,"Arizona",10
"2452",1976,"Arkansas",0.91
"2453",1976,"California",10.41
"2454",1976,"Colorado",16.67
"2455",1976,"Connecticut",7.64
"2456",1976,"Delaware",18.8
"2457",1976,"District Of Columbia",1.94
"2458",1976,"Florida",3.78
"2459",1976,"Georgia",0.1
"2460",1976,"Hawaii",1.2
"2461",1976,"Idaho",224.33
"2462",1976,"Illinois",17.86
"2463",1976,"Indiana",79.97
"2464",1976,"Iowa",1.4
"2465",1976,"Kansas",32.17
"2466",1976,"Kentucky",21.88
"2467",1976,"Louisiana",7.76
"2468",1976,"Maine",0.9
